sensor_reading_id,machine_id,recorded_at,temperature_celsius,vibration_mm_s,pressure_psi
SENSOR-00008615,MCH-004-03-04,2026-01-26 16:00:00,76.13,2.148,101.35
SENSOR-00008616,MCH-004-03-04,2026-01-26 20:00:00,76.48,2.47,98.13
SENSOR-00008617,MCH-004-03-04,2026-01-27 00:00:00,72.51,2.195,102.34
SENSOR-00008618,MCH-004-03-04,2026-01-27 04:00:00,67.98,2.334,100.06
SENSOR-00008619,MCH-004-03-04,2026-01-27 08:00:00,68.9,1.834,105.67
SENSOR-00008620,MCH-004-03-04,2026-01-27 12:00:00,71.78,2.076,96.57
SENSOR-00008621,MCH-004-03-04,2026-01-27 16:00:00,76.42,2.418,102.46
SENSOR-00008622,MCH-004-03-04,2026-01-27 20:00:00,71.82,2.353,97.53
SENSOR-00008623,MCH-004-03-04,2026-01-28 00:00:00,67.46,2.309,95.54
SENSOR-00008624,MCH-004-03-04,2026-01-28 04:00:00,72.4,1.616,99.12
SENSOR-00008625,MCH-004-03-04,2026-01-28 08:00:00,70.11,2.454,105.01
SENSOR-00008626,MCH-004-03-04,2026-01-28 12:00:00,78.83,2.454,100.25
SENSOR-00008627,MCH-004-03-04,2026-01-28 16:00:00,73.61,2.261,96.46
SENSOR-00008628,MCH-004-03-04,2026-01-28 20:00:00,76.65,2.337,102.21
SENSOR-00008629,MCH-004-03-04,2026-01-29 00:00:00,71.12,2.103,104.59
SENSOR-00008630,MCH-004-03-04,2026-01-29 04:00:00,67.04,2.078,105.08
SENSOR-00008631,MCH-004-03-04,2026-01-29 08:00:00,70.81,2.181,99.47
SENSOR-00008632,MCH-004-03-04,2026-01-29 12:00:00,74.88,1.651,99.39
SENSOR-00008633,MCH-004-03-04,2026-01-29 16:00:00,72.28,1.915,101.03
SENSOR-00008634,MCH-004-03-04,2026-01-29 20:00:00,75.21,2.278,105.34
SENSOR-00008635,MCH-004-03-04,2026-01-30 00:00:00,67.26,2.353,98.5
SENSOR-00008636,MCH-004-03-04,2026-01-30 04:00:00,70.77,2.103,102.21
SENSOR-00008637,MCH-004-03-04,2026-01-30 08:00:00,76.38,2.125,99.35
SENSOR-00008638,MCH-004-03-04,2026-01-30 12:00:00,63.87,1.987,97.16
SENSOR-00008639,MCH-004-03-04,2026-01-30 16:00:00,73.31,2.138,97.27
SENSOR-00008640,MCH-004-03-04,2026-01-30 20:00:00,72.67,2.148,92.38
SENSOR-00008641,MCH-005-01-01,2026-01-01 00:00:00,77.23,2.955,102.22
SENSOR-00008642,MCH-005-01-01,2026-01-01 04:00:00,80.2,3.244,100.91
SENSOR-00008643,MCH-005-01-01,2026-01-01 08:00:00,83.55,2.837,101.21
SENSOR-00008644,MCH-005-01-01,2026-01-01 12:00:00,90.44,3.06,101.67
SENSOR-00008645,MCH-005-01-01,2026-01-01 16:00:00,85.52,2.731,99.6
SENSOR-00008646,MCH-005-01-01,2026-01-01 20:00:00,82.06,2.485,102.37
SENSOR-00008647,MCH-005-01-01,2026-01-02 00:00:00,82.91,3.151,101.21
SENSOR-00008648,MCH-005-01-01,2026-01-02 04:00:00,82.88,2.993,102.54
SENSOR-00008649,MCH-005-01-01,2026-01-02 08:00:00,83.41,3.258,101.18
SENSOR-00008650,MCH-005-01-01,2026-01-02 12:00:00,85.31,3.3,99.07
SENSOR-00008651,MCH-005-01-01,2026-01-02 16:00:00,87.13,2.977,95.8
SENSOR-00008652,MCH-005-01-01,2026-01-02 20:00:00,81.39,2.836,101.13
SENSOR-00008653,MCH-005-01-01,2026-01-03 00:00:00,81.94,3.313,105.49
SENSOR-00008654,MCH-005-01-01,2026-01-03 04:00:00,79.15,3.548,95.1
SENSOR-00008655,MCH-005-01-01,2026-01-03 08:00:00,90.1,3.008,99.3
SENSOR-00008656,MCH-005-01-01,2026-01-03 12:00:00,82.68,2.817,104.5
SENSOR-00008657,MCH-005-01-01,2026-01-03 16:00:00,79.94,2.875,95.86
SENSOR-00008658,MCH-005-01-01,2026-01-03 20:00:00,79.78,2.842,97.7
SENSOR-00008659,MCH-005-01-01,2026-01-04 00:00:00,84.06,3.282,100.43
SENSOR-00008660,MCH-005-01-01,2026-01-04 04:00:00,82.97,3.07,94.39
SENSOR-00008661,MCH-005-01-01,2026-01-04 08:00:00,83.29,3.2,99.86
SENSOR-00008662,MCH-005-01-01,2026-01-04 12:00:00,87.2,3.306,98.49
SENSOR-00008663,MCH-005-01-01,2026-01-04 16:00:00,84.47,3.027,93.91
SENSOR-00008664,MCH-005-01-01,2026-01-04 20:00:00,81.96,2.759,100.4
SENSOR-00008665,MCH-005-01-01,2026-01-05 00:00:00,81.33,3.167,99.27
SENSOR-00008666,MCH-005-01-01,2026-01-05 04:00:00,74.06,3.337,103.39
SENSOR-00008667,MCH-005-01-01,2026-01-05 08:00:00,80.28,3.029,103.65
SENSOR-00008668,MCH-005-01-01,2026-01-05 12:00:00,86.84,3.356,101.12
SENSOR-00008669,MCH-005-01-01,2026-01-05 16:00:00,85.79,3.369,98.97
SENSOR-00008670,MCH-005-01-01,2026-01-05 20:00:00,84.47,2.48,95.26
SENSOR-00008671,MCH-005-01-01,2026-01-06 00:00:00,73.45,3.133,100.1
SENSOR-00008672,MCH-005-01-01,2026-01-06 04:00:00,83.7,2.986,95.85
SENSOR-00008673,MCH-005-01-01,2026-01-06 08:00:00,78.31,3.397,98.07
SENSOR-00008674,MCH-005-01-01,2026-01-06 12:00:00,85.94,2.746,99.96
SENSOR-00008675,MCH-005-01-01,2026-01-06 16:00:00,80.94,2.945,98.98
SENSOR-00008676,MCH-005-01-01,2026-01-06 20:00:00,88.48,3.498,100.71
SENSOR-00008677,MCH-005-01-01,2026-01-07 00:00:00,77.71,2.682,98.0
SENSOR-00008678,MCH-005-01-01,2026-01-07 04:00:00,83.74,3.274,98.01
SENSOR-00008679,MCH-005-01-01,2026-01-07 08:00:00,80.86,2.987,97.58
SENSOR-00008680,MCH-005-01-01,2026-01-07 12:00:00,84.38,3.129,91.84
SENSOR-00008681,MCH-005-01-01,2026-01-07 16:00:00,85.27,3.048,100.78
SENSOR-00008682,MCH-005-01-01,2026-01-07 20:00:00,87.43,2.57,96.23
SENSOR-00008683,MCH-005-01-01,2026-01-08 00:00:00,76.5,3.382,97.79
SENSOR-00008684,MCH-005-01-01,2026-01-08 04:00:00,84.94,3.037,96.54
SENSOR-00008685,MCH-005-01-01,2026-01-08 08:00:00,87.88,3.287,95.29
SENSOR-00008686,MCH-005-01-01,2026-01-08 12:00:00,82.41,3.068,93.79
SENSOR-00008687,MCH-005-01-01,2026-01-08 16:00:00,74.23,2.808,96.06
SENSOR-00008688,MCH-005-01-01,2026-01-08 20:00:00,78.53,2.688,99.63
SENSOR-00008689,MCH-005-01-01,2026-01-09 00:00:00,81.14,2.942,106.49
SENSOR-00008690,MCH-005-01-01,2026-01-09 04:00:00,83.96,3.027,96.22
SENSOR-00008691,MCH-005-01-01,2026-01-09 08:00:00,77.77,2.963,103.39
SENSOR-00008692,MCH-005-01-01,2026-01-09 12:00:00,81.91,2.978,97.77
SENSOR-00008693,MCH-005-01-01,2026-01-09 16:00:00,75.74,3.126,99.24
SENSOR-00008694,MCH-005-01-01,2026-01-09 20:00:00,84.49,3.055,97.11
SENSOR-00008695,MCH-005-01-01,2026-01-10 00:00:00,85.14,2.317,102.63
SENSOR-00008696,MCH-005-01-01,2026-01-10 04:00:00,81.87,2.731,98.9
SENSOR-00008697,MCH-005-01-01,2026-01-10 08:00:00,79.74,2.71,94.18
SENSOR-00008698,MCH-005-01-01,2026-01-10 12:00:00,85.63,2.877,98.83
SENSOR-00008699,MCH-005-01-01,2026-01-10 16:00:00,86.09,3.031,95.32
SENSOR-00008700,MCH-005-01-01,2026-01-10 20:00:00,85.4,3.388,101.51
SENSOR-00008701,MCH-005-01-01,2026-01-11 00:00:00,80.97,3.445,99.56
SENSOR-00008702,MCH-005-01-01,2026-01-11 04:00:00,87.38,3.112,102.12
SENSOR-00008703,MCH-005-01-01,2026-01-11 08:00:00,82.0,2.989,101.26
SENSOR-00008704,MCH-005-01-01,2026-01-11 12:00:00,85.9,3.148,94.7
SENSOR-00008705,MCH-005-01-01,2026-01-11 16:00:00,83.74,2.852,98.36
SENSOR-00008706,MCH-005-01-01,2026-01-11 20:00:00,84.54,3.441,99.3
SENSOR-00008707,MCH-005-01-01,2026-01-12 00:00:00,77.4,3.413,103.42
SENSOR-00008708,MCH-005-01-01,2026-01-12 04:00:00,80.8,3.153,100.38
SENSOR-00008709,MCH-005-01-01,2026-01-12 08:00:00,81.3,3.258,98.12
SENSOR-00008710,MCH-005-01-01,2026-01-12 12:00:00,73.94,3.082,100.2
SENSOR-00008711,MCH-005-01-01,2026-01-12 16:00:00,80.33,2.794,95.32
SENSOR-00008712,MCH-005-01-01,2026-01-12 20:00:00,81.26,2.798,102.89
SENSOR-00008713,MCH-005-01-01,2026-01-13 00:00:00,86.14,3.082,99.01
SENSOR-00008714,MCH-005-01-01,2026-01-13 04:00:00,81.13,2.748,100.54
SENSOR-00008715,MCH-005-01-01,2026-01-13 08:00:00,80.27,2.907,101.87
SENSOR-00008716,MCH-005-01-01,2026-01-13 12:00:00,89.46,3.11,99.68
SENSOR-00008717,MCH-005-01-01,2026-01-13 16:00:00,82.63,3.301,101.16
SENSOR-00008718,MCH-005-01-01,2026-01-13 20:00:00,83.48,3.083,95.71
SENSOR-00008719,MCH-005-01-01,2026-01-14 00:00:00,83.37,2.764,104.13
SENSOR-00008720,MCH-005-01-01,2026-01-14 04:00:00,85.97,3.063,102.75
SENSOR-00008721,MCH-005-01-01,2026-01-14 08:00:00,83.69,3.018,98.2
SENSOR-00008722,MCH-005-01-01,2026-01-14 12:00:00,81.26,2.901,100.03
SENSOR-00008723,MCH-005-01-01,2026-01-14 16:00:00,75.14,3.274,105.84
SENSOR-00008724,MCH-005-01-01,2026-01-14 20:00:00,80.98,3.31,99.6
SENSOR-00008725,MCH-005-01-01,2026-01-15 00:00:00,82.49,2.682,104.38
SENSOR-00008726,MCH-005-01-01,2026-01-15 04:00:00,85.96,2.859,99.94
SENSOR-00008727,MCH-005-01-01,2026-01-15 08:00:00,85.25,3.069,105.64
SENSOR-00008728,MCH-005-01-01,2026-01-15 12:00:00,81.75,3.314,96.0
SENSOR-00008729,MCH-005-01-01,2026-01-15 16:00:00,77.98,3.438,98.7
SENSOR-00008730,MCH-005-01-01,2026-01-15 20:00:00,78.04,3.005,103.79
SENSOR-00008731,MCH-005-01-01,2026-01-16 00:00:00,85.77,3.112,101.72
SENSOR-00008732,MCH-005-01-01,2026-01-16 04:00:00,82.82,2.862,97.67
SENSOR-00008733,MCH-005-01-01,2026-01-16 08:00:00,84.44,3.414,97.18
SENSOR-00008734,MCH-005-01-01,2026-01-16 12:00:00,78.64,2.733,102.49
SENSOR-00008735,MCH-005-01-01,2026-01-16 16:00:00,82.54,3.155,98.48
SENSOR-00008736,MCH-005-01-01,2026-01-16 20:00:00,85.18,2.945,95.37
SENSOR-00008737,MCH-005-01-01,2026-01-17 00:00:00,85.28,2.973,99.7
SENSOR-00008738,MCH-005-01-01,2026-01-17 04:00:00,72.47,2.811,100.5
SENSOR-00008739,MCH-005-01-01,2026-01-17 08:00:00,79.65,2.685,101.44
SENSOR-00008740,MCH-005-01-01,2026-01-17 12:00:00,87.93,2.836,102.63
SENSOR-00008741,MCH-005-01-01,2026-01-17 16:00:00,85.61,2.772,97.82
SENSOR-00008742,MCH-005-01-01,2026-01-17 20:00:00,89.92,2.737,98.17
SENSOR-00008743,MCH-005-01-01,2026-01-18 00:00:00,91.67,3.276,98.93
SENSOR-00008744,MCH-005-01-01,2026-01-18 04:00:00,81.77,3.495,98.94
SENSOR-00008745,MCH-005-01-01,2026-01-18 08:00:00,80.82,3.303,95.8
SENSOR-00008746,MCH-005-01-01,2026-01-18 12:00:00,82.39,3.038,97.89
SENSOR-00008747,MCH-005-01-01,2026-01-18 16:00:00,76.45,3.034,102.06
SENSOR-00008748,MCH-005-01-01,2026-01-18 20:00:00,79.99,2.722,103.77
SENSOR-00008749,MCH-005-01-01,2026-01-19 00:00:00,81.49,2.735,101.77
SENSOR-00008750,MCH-005-01-01,2026-01-19 04:00:00,86.71,2.991,100.63
SENSOR-00008751,MCH-005-01-01,2026-01-19 08:00:00,78.84,2.886,98.56
SENSOR-00008752,MCH-005-01-01,2026-01-19 12:00:00,84.94,3.081,99.01
SENSOR-00008753,MCH-005-01-01,2026-01-19 16:00:00,81.23,2.525,104.82
SENSOR-00008754,MCH-005-01-01,2026-01-19 20:00:00,74.37,3.122,100.11
SENSOR-00008755,MCH-005-01-01,2026-01-20 00:00:00,82.05,3.142,99.89
SENSOR-00008756,MCH-005-01-01,2026-01-20 04:00:00,86.44,3.278,100.93
SENSOR-00008757,MCH-005-01-01,2026-01-20 08:00:00,85.44,3.523,95.76
SENSOR-00008758,MCH-005-01-01,2026-01-20 12:00:00,87.01,3.403,101.3
SENSOR-00008759,MCH-005-01-01,2026-01-20 16:00:00,90.32,3.46,98.99
SENSOR-00008760,MCH-005-01-01,2026-01-20 20:00:00,81.67,3.149,98.13
SENSOR-00008761,MCH-005-01-01,2026-01-21 00:00:00,82.64,3.021,99.81
SENSOR-00008762,MCH-005-01-01,2026-01-21 04:00:00,88.23,3.112,102.39
SENSOR-00008763,MCH-005-01-01,2026-01-21 08:00:00,81.71,3.123,96.07
SENSOR-00008764,MCH-005-01-01,2026-01-21 12:00:00,83.74,2.827,103.96
SENSOR-00008765,MCH-005-01-01,2026-01-21 16:00:00,83.01,3.182,100.79
SENSOR-00008766,MCH-005-01-01,2026-01-21 20:00:00,89.93,2.627,99.66
SENSOR-00008767,MCH-005-01-01,2026-01-22 00:00:00,84.0,3.152,98.65
SENSOR-00008768,MCH-005-01-01,2026-01-22 04:00:00,86.9,2.714,99.74
SENSOR-00008769,MCH-005-01-01,2026-01-22 08:00:00,87.1,2.978,98.71
SENSOR-00008770,MCH-005-01-01,2026-01-22 12:00:00,91.86,3.371,100.42
SENSOR-00008771,MCH-005-01-01,2026-01-22 16:00:00,78.83,2.508,102.13
SENSOR-00008772,MCH-005-01-01,2026-01-22 20:00:00,87.77,3.116,94.87
SENSOR-00008773,MCH-005-01-01,2026-01-23 00:00:00,79.82,3.155,99.42
SENSOR-00008774,MCH-005-01-01,2026-01-23 04:00:00,79.42,3.22,93.31
SENSOR-00008775,MCH-005-01-01,2026-01-23 08:00:00,80.53,3.17,103.67
SENSOR-00008776,MCH-005-01-01,2026-01-23 12:00:00,84.59,2.849,99.85
SENSOR-00008777,MCH-005-01-01,2026-01-23 16:00:00,83.87,3.407,102.76
SENSOR-00008778,MCH-005-01-01,2026-01-23 20:00:00,86.42,3.033,96.79
SENSOR-00008779,MCH-005-01-01,2026-01-24 00:00:00,79.39,3.254,102.63
SENSOR-00008780,MCH-005-01-01,2026-01-24 04:00:00,85.26,2.972,96.72
SENSOR-00008781,MCH-005-01-01,2026-01-24 08:00:00,82.65,3.369,97.27
SENSOR-00008782,MCH-005-01-01,2026-01-24 12:00:00,82.9,3.426,99.09
SENSOR-00008783,MCH-005-01-01,2026-01-24 16:00:00,82.2,2.679,101.87
SENSOR-00008784,MCH-005-01-01,2026-01-24 20:00:00,79.75,2.628,97.14
SENSOR-00008785,MCH-005-01-01,2026-01-25 00:00:00,85.97,3.047,94.68
SENSOR-00008786,MCH-005-01-01,2026-01-25 04:00:00,74.9,2.789,95.27
SENSOR-00008787,MCH-005-01-01,2026-01-25 08:00:00,83.79,2.879,101.28
SENSOR-00008788,MCH-005-01-01,2026-01-25 12:00:00,84.47,3.189,97.21
SENSOR-00008789,MCH-005-01-01,2026-01-25 16:00:00,84.77,2.778,102.13
SENSOR-00008790,MCH-005-01-01,2026-01-25 20:00:00,87.6,3.197,99.47
SENSOR-00008791,MCH-005-01-01,2026-01-26 00:00:00,83.14,3.045,97.05
SENSOR-00008792,MCH-005-01-01,2026-01-26 04:00:00,82.58,2.917,98.97
SENSOR-00008793,MCH-005-01-01,2026-01-26 08:00:00,80.54,3.01,97.4
SENSOR-00008794,MCH-005-01-01,2026-01-26 12:00:00,82.76,2.925,97.2
SENSOR-00008795,MCH-005-01-01,2026-01-26 16:00:00,74.91,3.253,102.24
SENSOR-00008796,MCH-005-01-01,2026-01-26 20:00:00,79.49,3.187,96.93
SENSOR-00008797,MCH-005-01-01,2026-01-27 00:00:00,83.67,3.265,103.17
SENSOR-00008798,MCH-005-01-01,2026-01-27 04:00:00,77.41,2.698,103.0
SENSOR-00008799,MCH-005-01-01,2026-01-27 08:00:00,81.56,2.467,97.81
SENSOR-00008800,MCH-005-01-01,2026-01-27 12:00:00,80.95,2.938,102.29
SENSOR-00008801,MCH-005-01-01,2026-01-27 16:00:00,78.99,3.25,100.86
SENSOR-00008802,MCH-005-01-01,2026-01-27 20:00:00,77.56,2.937,101.48
SENSOR-00008803,MCH-005-01-01,2026-01-28 00:00:00,87.79,3.223,97.27
SENSOR-00008804,MCH-005-01-01,2026-01-28 04:00:00,85.11,2.893,100.82
SENSOR-00008805,MCH-005-01-01,2026-01-28 08:00:00,83.3,2.929,98.7
SENSOR-00008806,MCH-005-01-01,2026-01-28 12:00:00,84.07,2.791,97.4
SENSOR-00008807,MCH-005-01-01,2026-01-28 16:00:00,86.53,3.124,96.08
SENSOR-00008808,MCH-005-01-01,2026-01-28 20:00:00,78.69,2.482,102.73
SENSOR-00008809,MCH-005-01-01,2026-01-29 00:00:00,82.32,2.917,100.68
SENSOR-00008810,MCH-005-01-01,2026-01-29 04:00:00,80.48,2.916,100.82
SENSOR-00008811,MCH-005-01-01,2026-01-29 08:00:00,80.27,2.899,99.53
SENSOR-00008812,MCH-005-01-01,2026-01-29 12:00:00,83.07,3.167,101.75
SENSOR-00008813,MCH-005-01-01,2026-01-29 16:00:00,76.71,3.369,100.18
SENSOR-00008814,MCH-005-01-01,2026-01-29 20:00:00,81.38,2.791,105.97
SENSOR-00008815,MCH-005-01-01,2026-01-30 00:00:00,90.38,3.376,99.59
SENSOR-00008816,MCH-005-01-01,2026-01-30 04:00:00,88.81,3.016,98.36
SENSOR-00008817,MCH-005-01-01,2026-01-30 08:00:00,81.57,3.053,97.64
SENSOR-00008818,MCH-005-01-01,2026-01-30 12:00:00,80.64,2.656,97.53
SENSOR-00008819,MCH-005-01-01,2026-01-30 16:00:00,83.65,3.277,102.74
SENSOR-00008820,MCH-005-01-01,2026-01-30 20:00:00,84.43,2.634,97.42
SENSOR-00008821,MCH-005-01-02,2026-01-01 00:00:00,75.81,2.241,97.22
SENSOR-00008822,MCH-005-01-02,2026-01-01 04:00:00,70.96,2.232,93.89
SENSOR-00008823,MCH-005-01-02,2026-01-01 08:00:00,76.83,1.897,97.18
SENSOR-00008824,MCH-005-01-02,2026-01-01 12:00:00,77.01,2.383,100.26
SENSOR-00008825,MCH-005-01-02,2026-01-01 16:00:00,66.18,2.089,99.35
SENSOR-00008826,MCH-005-01-02,2026-01-01 20:00:00,72.43,2.526,105.98
SENSOR-00008827,MCH-005-01-02,2026-01-02 00:00:00,72.3,1.842,97.44
SENSOR-00008828,MCH-005-01-02,2026-01-02 04:00:00,67.3,2.209,97.44
SENSOR-00008829,MCH-005-01-02,2026-01-02 08:00:00,77.05,2.283,104.81
SENSOR-00008830,MCH-005-01-02,2026-01-02 12:00:00,71.19,2.777,100.01
SENSOR-00008831,MCH-005-01-02,2026-01-02 16:00:00,70.89,2.843,94.51
SENSOR-00008832,MCH-005-01-02,2026-01-02 20:00:00,70.8,1.824,94.49
SENSOR-00008833,MCH-005-01-02,2026-01-03 00:00:00,79.45,1.928,101.45
SENSOR-00008834,MCH-005-01-02,2026-01-03 04:00:00,71.92,2.204,95.47
SENSOR-00008835,MCH-005-01-02,2026-01-03 08:00:00,70.88,2.135,104.29
SENSOR-00008836,MCH-005-01-02,2026-01-03 12:00:00,68.39,1.644,99.98
SENSOR-00008837,MCH-005-01-02,2026-01-03 16:00:00,67.98,2.206,101.98
SENSOR-00008838,MCH-005-01-02,2026-01-03 20:00:00,72.61,2.133,99.53
SENSOR-00008839,MCH-005-01-02,2026-01-04 00:00:00,76.84,2.265,102.88
SENSOR-00008840,MCH-005-01-02,2026-01-04 04:00:00,69.72,2.234,100.91
SENSOR-00008841,MCH-005-01-02,2026-01-04 08:00:00,71.81,2.42,100.99
SENSOR-00008842,MCH-005-01-02,2026-01-04 12:00:00,70.69,2.556,101.69
SENSOR-00008843,MCH-005-01-02,2026-01-04 16:00:00,69.64,2.028,99.34
SENSOR-00008844,MCH-005-01-02,2026-01-04 20:00:00,74.8,1.687,97.6
SENSOR-00008845,MCH-005-01-02,2026-01-05 00:00:00,66.99,2.605,105.23
SENSOR-00008846,MCH-005-01-02,2026-01-05 04:00:00,71.12,1.96,102.56
SENSOR-00008847,MCH-005-01-02,2026-01-05 08:00:00,75.38,2.709,106.42
SENSOR-00008848,MCH-005-01-02,2026-01-05 12:00:00,64.9,2.53,99.33
SENSOR-00008849,MCH-005-01-02,2026-01-05 16:00:00,75.2,2.435,102.21
SENSOR-00008850,MCH-005-01-02,2026-01-05 20:00:00,77.01,2.101,97.14
SENSOR-00008851,MCH-005-01-02,2026-01-06 00:00:00,76.66,1.811,107.56
SENSOR-00008852,MCH-005-01-02,2026-01-06 04:00:00,72.63,1.983,101.26
SENSOR-00008853,MCH-005-01-02,2026-01-06 08:00:00,63.16,2.157,99.38
SENSOR-00008854,MCH-005-01-02,2026-01-06 12:00:00,67.94,2.083,104.58
SENSOR-00008855,MCH-005-01-02,2026-01-06 16:00:00,73.74,2.341,97.64
SENSOR-00008856,MCH-005-01-02,2026-01-06 20:00:00,67.71,2.18,92.63
SENSOR-00008857,MCH-005-01-02,2026-01-07 00:00:00,67.63,2.52,106.84
SENSOR-00008858,MCH-005-01-02,2026-01-07 04:00:00,75.75,2.359,98.25
SENSOR-00008859,MCH-005-01-02,2026-01-07 08:00:00,70.77,2.297,104.12
SENSOR-00008860,MCH-005-01-02,2026-01-07 12:00:00,74.71,2.48,97.25
SENSOR-00008861,MCH-005-01-02,2026-01-07 16:00:00,75.48,2.073,100.42
SENSOR-00008862,MCH-005-01-02,2026-01-07 20:00:00,75.47,2.108,96.95
SENSOR-00008863,MCH-005-01-02,2026-01-08 00:00:00,71.56,2.353,97.55
SENSOR-00008864,MCH-005-01-02,2026-01-08 04:00:00,80.73,2.289,100.38
SENSOR-00008865,MCH-005-01-02,2026-01-08 08:00:00,71.08,2.719,96.24
SENSOR-00008866,MCH-005-01-02,2026-01-08 12:00:00,70.2,2.454,100.72
SENSOR-00008867,MCH-005-01-02,2026-01-08 16:00:00,70.7,2.104,99.13
SENSOR-00008868,MCH-005-01-02,2026-01-08 20:00:00,73.42,2.629,101.82
SENSOR-00008869,MCH-005-01-02,2026-01-09 00:00:00,71.97,2.036,97.63
SENSOR-00008870,MCH-005-01-02,2026-01-09 04:00:00,71.83,2.566,101.24
SENSOR-00008871,MCH-005-01-02,2026-01-09 08:00:00,75.08,2.443,97.02
SENSOR-00008872,MCH-005-01-02,2026-01-09 12:00:00,70.17,2.371,97.66
SENSOR-00008873,MCH-005-01-02,2026-01-09 16:00:00,66.9,1.97,103.16
SENSOR-00008874,MCH-005-01-02,2026-01-09 20:00:00,71.51,2.297,96.9
SENSOR-00008875,MCH-005-01-02,2026-01-10 00:00:00,74.12,2.117,99.64
SENSOR-00008876,MCH-005-01-02,2026-01-10 04:00:00,73.75,2.368,99.77
SENSOR-00008877,MCH-005-01-02,2026-01-10 08:00:00,69.46,2.262,102.01
SENSOR-00008878,MCH-005-01-02,2026-01-10 12:00:00,67.68,1.91,98.01
SENSOR-00008879,MCH-005-01-02,2026-01-10 16:00:00,72.24,1.691,101.72
SENSOR-00008880,MCH-005-01-02,2026-01-10 20:00:00,72.28,1.653,96.66
SENSOR-00008881,MCH-005-01-02,2026-01-11 00:00:00,76.24,2.275,98.61
SENSOR-00008882,MCH-005-01-02,2026-01-11 04:00:00,76.38,2.504,100.26
SENSOR-00008883,MCH-005-01-02,2026-01-11 08:00:00,78.35,2.182,99.62
SENSOR-00008884,MCH-005-01-02,2026-01-11 12:00:00,73.03,2.208,99.07
SENSOR-00008885,MCH-005-01-02,2026-01-11 16:00:00,70.15,1.992,100.33
SENSOR-00008886,MCH-005-01-02,2026-01-11 20:00:00,77.8,2.444,101.16
SENSOR-00008887,MCH-005-01-02,2026-01-12 00:00:00,66.08,2.204,91.29
SENSOR-00008888,MCH-005-01-02,2026-01-12 04:00:00,72.64,2.215,105.33
SENSOR-00008889,MCH-005-01-02,2026-01-12 08:00:00,78.91,2.474,97.12
SENSOR-00008890,MCH-005-01-02,2026-01-12 12:00:00,68.94,1.967,104.58
SENSOR-00008891,MCH-005-01-02,2026-01-12 16:00:00,69.37,2.144,97.3
SENSOR-00008892,MCH-005-01-02,2026-01-12 20:00:00,67.98,2.324,100.46
SENSOR-00008893,MCH-005-01-02,2026-01-13 00:00:00,68.42,2.035,94.65
SENSOR-00008894,MCH-005-01-02,2026-01-13 04:00:00,64.78,2.122,101.35
SENSOR-00008895,MCH-005-01-02,2026-01-13 08:00:00,72.55,2.531,98.82
SENSOR-00008896,MCH-005-01-02,2026-01-13 12:00:00,64.53,2.327,96.76
SENSOR-00008897,MCH-005-01-02,2026-01-13 16:00:00,73.51,1.669,99.17
SENSOR-00008898,MCH-005-01-02,2026-01-13 20:00:00,75.82,2.386,99.25
SENSOR-00008899,MCH-005-01-02,2026-01-14 00:00:00,71.73,1.925,102.47
SENSOR-00008900,MCH-005-01-02,2026-01-14 04:00:00,72.6,2.041,102.51
SENSOR-00008901,MCH-005-01-02,2026-01-14 08:00:00,71.42,1.835,102.71
SENSOR-00008902,MCH-005-01-02,2026-01-14 12:00:00,69.43,2.982,98.5
SENSOR-00008903,MCH-005-01-02,2026-01-14 16:00:00,64.73,2.666,99.67
SENSOR-00008904,MCH-005-01-02,2026-01-14 20:00:00,73.81,2.323,95.75
SENSOR-00008905,MCH-005-01-02,2026-01-15 00:00:00,70.02,2.061,101.86
SENSOR-00008906,MCH-005-01-02,2026-01-15 04:00:00,70.1,1.974,99.67
SENSOR-00008907,MCH-005-01-02,2026-01-15 08:00:00,75.55,2.697,106.09
SENSOR-00008908,MCH-005-01-02,2026-01-15 12:00:00,65.63,2.488,96.89
SENSOR-00008909,MCH-005-01-02,2026-01-15 16:00:00,69.06,2.093,98.03
SENSOR-00008910,MCH-005-01-02,2026-01-15 20:00:00,68.52,1.646,104.18
SENSOR-00008911,MCH-005-01-02,2026-01-16 00:00:00,73.48,2.387,100.5
SENSOR-00008912,MCH-005-01-02,2026-01-16 04:00:00,71.59,2.367,102.7
SENSOR-00008913,MCH-005-01-02,2026-01-16 08:00:00,78.99,1.948,103.19
SENSOR-00008914,MCH-005-01-02,2026-01-16 12:00:00,66.46,2.482,98.08
SENSOR-00008915,MCH-005-01-02,2026-01-16 16:00:00,76.17,2.601,100.54
SENSOR-00008916,MCH-005-01-02,2026-01-16 20:00:00,72.82,2.216,98.59
SENSOR-00008917,MCH-005-01-02,2026-01-17 00:00:00,75.38,2.044,100.6
SENSOR-00008918,MCH-005-01-02,2026-01-17 04:00:00,65.63,2.347,100.22
SENSOR-00008919,MCH-005-01-02,2026-01-17 08:00:00,78.16,2.416,97.83
SENSOR-00008920,MCH-005-01-02,2026-01-17 12:00:00,66.24,2.035,104.14
SENSOR-00008921,MCH-005-01-02,2026-01-17 16:00:00,74.19,2.39,98.11
SENSOR-00008922,MCH-005-01-02,2026-01-17 20:00:00,74.95,1.861,102.81
SENSOR-00008923,MCH-005-01-02,2026-01-18 00:00:00,77.69,2.372,93.5
SENSOR-00008924,MCH-005-01-02,2026-01-18 04:00:00,68.4,2.662,100.25
